Constituency_Tree,Named_Entities,POS_Tags,Semantic_Roles,Sentence,SentenceID
"[u'(TOP (S (PP (IN In) (NP (NNP Dahlem))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (JJ several) (NNS museums)) (PP (IN of) (NP (NN world) (NN art) (CC and) (NN culture))) (, ,) (PP (JJ such) (IN as) (NP (NP (NP (DT the) (NNP Museum)) (PP (IN of) (NP (NNP Asian) (NNP Art)))) (, ,) (NP (NP (DT the) (NNP Ethnological) (NNP Museum)) (, ,) (NP (NP (DT the) (NNP Museum)) (PP (IN of) (NP (NNP European) (NNP Cultures)))) (, ,) (CONJP (RB as) (RB well) (IN as)) (NP (NP (DT the) (NNP Allied) (NNP Museum)) (PRN (-LRB- -LRB-) (NP (NP (DT a) (NN museum)) (PP (IN of) (NP (DT the) (NNP Cold) (NNP War)))) (-RRB- -RRB-)))) (CC and) (NP (NP (DT the) (NNP Br\xfccke) (NNP Museum)) (PRN (-LRB- -LRB-) (NP (DT an) (NN art) (NN museum)) (-RRB- -RRB-))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 3}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 19, u'Offset': 76}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 19, u'Offset': 102}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 27, u'Offset': 128}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 173}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 13, u'Offset': 222}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'NNP', u',', u'EX', u'VBP', u'JJ', u'NNS', u'IN', u'NN', u'NN', u'CC', u'NN', u',', u'JJ', u'IN', u'DT', u'NNP', u'IN', u'NNP', u'NNP', u',', u'DT', u'NNP', u'NNP', u',', u'DT', u'NNP', u'IN', u'NNP', u'NNP', u',', u'RB', u'RB', u'IN', u'DT', u'NNP', u'NNP', u'-LRB-', u'DT', u'NN', u'IN', u'DT', u'NNP', u'NNP', u'-RRB-', u'CC', u'DT', u'NNP', u'NNP', u'-LRB-', u'DT', u'NN', u'NN', u'-RRB-', u'.']]","[[u'4-4/are[AM-LOC=0-1/In_Dahlem, A0=3-3/there, A1=5-53/several_museums_of_world_art_and_culture_,_such_as_the_Museum_of_Asian_Art_,_the_Ethnological_Museum_,_the_Museum_of_European_Cultures_,_as_well_as_the_Allied_Museum_-LRB-_a_museum_of_the_Cold_War_-RRB-_and_the_Br\xfccke_Museum_-LRB-_an_art_museum_-RRB-]']]","In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).",ee72d17b-a2cd-4591-ae17-f1729ba799c9
"[u'(TOP (S (ADVP (RB Also)) (PP (IN of) (NP (NN importance))) (PP (TO to) (NP (NNP Sufism))) (VP (VBD was) (NP (NP (DT the) (NN creation)) (PP (IN of) (NP (NP (DT the) (NNP Masnavi)) (, ,) (NP (NP (DT a) (NN collection)) (PP (IN of) (NP (NP (NN mystical) (NN poetry)) (PP (IN by) (NP (DT the) (JJ 13th) (NN century) (NNP Persian) (NN poet) (NNP Rumi)))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 7, u'Offset': 53}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 4, u'Offset': 128}], u'Len': 0, u'Offset': 0}]","[[u'RB', u'IN', u'NN', u'TO', u'NNP', u'VBD', u'DT', u'NN', u'IN', u'DT', u'NNP', u',', u'DT', u'NN', u'IN', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN', u'NNP', u'NN', u'NNP', u'.']]","[[u'5-5/was[AM-DIS=0-0/Also, AM-TMP=1-2/of_importance, A2=3-4/to_Sufism, A1=6-23/the_creation_of_the_Masnavi_,_a_collection_of_mystical_poetry_by_the_13th_century_Persian_poet_Rumi]']]","Also of importance to Sufism was the creation of the Masnavi , a collection of mystical poetry by the 13th century Persian poet Rumi .",cdfc858a-2fde-47cc-b0e4-6e3753a2efd5
"[u'(TOP (S (S (NP (NP (PDT Such) (DT a) (NN displacement)) (PP (IN of) (NP (DT the) (NNP Azores) (NNP High)))) (VP (VBZ is) (ADJP (JJ consistent) (PP (IN with) (NP (NP (JJ paleoclimatic) (NN evidence)) (SBAR (WHNP (WDT that)) (S (VP (VBZ shows) (NP (NP (DT an) (JJ abrupt) (NN onset)) (PP (IN of) (NP (NP (DT a) (JJ drier) (NN climate)) (PP (IN in) (NP (NNP Haiti)))))) (PP (IN around) (NP (NP (CD 3200) (JJ 14C) (NNS years)) (NNP BP))))))))))) (, ,) (CC and) (S (NP (NP (DT a) (NN change)) (PP (IN towards) (NP (NP (ADJP (RBR more) (JJ humid)) (NNS conditions)) (PP (IN in) (NP (DT the) (NNP Great) (NNP Plains))) (PP (IN during) (NP (DT the) (CD late-Holocene))))) (PP (IN as) (NP (JJR more) (NN moisture)))) (VP (VBD was) (VP (VBN pumped) (PP (IN up) (NP (DT the) (NNP Mississippi) (NNP Valley))) (PP (IN through) (NP (DT the) (NNP Gulf) (NN coast)))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 11, u'Offset': 27}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 5, u'Offset': 130}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 2, u'Offset': 158}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 12, u'Offset': 212}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 18, u'Offset': 285}], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'DT', u'NN', u'IN', u'DT', u'NNP', u'NNP', u'VBZ', u'JJ', u'IN', u'JJ', u'NN', u'WDT', u'VBZ', u'DT', u'JJ', u'NN', u'IN', u'DT', u'NN', u'NN', u'IN', u'NNP', u'IN', u'CD', u'CD', u'NNS', u'NNP', u',', u'CC', u'DT', u'NN', u'IN', u'JJR', u'JJ', u'NNS', u'IN', u'DT', u'NNP', u'NNP', u'IN', u'DT', u'JJ', u'IN', u'JJR', u'NN', u'VBD', u'VBN', u'RP', u'DT', u'NNP', u'NNP', u'IN', u'DT', u'NNP', u'NN', u'.']]","[[u'7-7/is[A1=0-6/Such_a_displacement_of_the_Azores_High, A1=8-27/consistent_with_paleoclimatic_evidence_that_shows_an_abrupt_onset_of_a_drier_climate_in_Haiti_around_3200_14C_years_BP]', u'13-13/shows[A0=10-11/paleoclimatic_evidence, R-A0=12-12/that, A1=14-22/an_abrupt_onset_of_a_drier_climate_in_Haiti, AM-LOC=23-27/around_3200_14C_years_BP]', u'47-47/pumped[A1=30-45/a_change_towards_more_humid_conditions_in_the_Great_Plains_during_the_late-Holocene_as_more_moisture, A1=48-51/up_the_Mississippi_Valley, AM-MNR=52-55/through_the_Gulf_coast]']]","Such a displacement of the Azores High is consistent with paleoclimatic evidence that shows an abrupt onset of a drier climate in Haiti around 3200 14C years BP, and a change towards more humid conditions in the Great Plains during the late-Holocene as more moisture was pumped up the Mississippi Valley through the Gulf coast.",b4c76860-05a7-4610-baa9-53ec7026d6fe
[u'(TOP (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT some) (NN dispute)) (PP (IN about) (SBAR (WHADVP (WRB when)) (S (NP (NP (DT this) (NN era)) (PP (IN of) (NP (NN Mayan) (NN civilization)))) (VP (VBD began))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'EX', u'VBZ', u'DT', u'NN', u'IN', u'WRB', u'DT', u'NN', u'IN', u'JJ', u'NN', u'VBD', u'.']]","[[u'1-1/is[A1=0-0/There, A1=2-11/some_dispute_about_when_this_era_of_Mayan_civilization_began]', u'11-11/began[R-AM-TMP=5-5/when, A1=6-10/this_era_of_Mayan_civilization]']]",There is some dispute about when this era of Mayan civilization began.,772fe63e-a20e-4582-8359-272ffc904a33
[u'(TOP (S (NP (NP (NNS Hives)) (VP (VBG containing) (NP (DT these) (JJ particular) (NNS queens)))) (VP (VBD were) (VP (VBD noted) (S (VP (TO to) (VP (VB be) (ADJP (RB especially) (JJ defensive))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NNS', u'VBG', u'DT', u'JJ', u'NNS', u'VBD', u'VBN', u'TO', u'VB', u'RB', u'JJ', u'.']]","[[u'1-1/containing[A0=0-0/Hives, A1=2-4/these_particular_queens]', u'6-6/noted[A1=0-4/Hives_containing_these_particular_queens, A1=7-10/to_be_especially_defensive]', u'8-8/be[A1=0-4/Hives_containing_these_particular_queens, C-A1=9-10/especially_defensive]']]",Hives containing these particular queens were noted to be especially defensive.,f1f70561-922d-46da-afaa-a683399cfd20
[u'(TOP (S (NP (NNP Governor) (NNP Hutchinson)) (VP (VBD refused) (S (VP (TO to) (VP (VB grant) (NP (NN permission)) (SBAR (IN for) (S (NP (DT the) (NNP Dartmouth)) (VP (TO to) (VP (VB leave) (PP (IN without) (S (VP (VBG paying) (NP (DT the) (NN duty))))))))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 10, u'Offset': 9}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 9, u'Offset': 56}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'NNP', u'VBD', u'TO', u'VB', u'NN', u'IN', u'DT', u'NNP', u'TO', u'VB', u'IN', u'VBG', u'DT', u'NN', u'.']]","[[u'2-2/refused[A0=0-1/Governor_Hutchinson, A1=3-14/to_grant_permission_for_the_Dartmouth_to_leave_without_paying_the_duty]', u'4-4/grant[A0=0-1/Governor_Hutchinson, A1=5-5/permission, AM-PNC=6-14/for_the_Dartmouth_to_leave_without_paying_the_duty]', u'10-10/leave[A0=7-8/the_Dartmouth, AM-MNR=11-14/without_paying_the_duty]', u'12-12/paying[A0=7-8/the_Dartmouth, A1=13-14/the_duty]']]",Governor Hutchinson refused to grant permission for the Dartmouth to leave without paying the duty.,6e1e3ca5-d162-442a-a0b2-a39d274f309b
[u'(TOP (S (NP (NP (DT An) (NN example)) (PP (IN of) (NP (DT this) (NN effect)))) (VP (VBZ is) (NP (NP (DT the) (JJ low) (CD pH)) (PP (IN of) (NP (NP (NN rain)) (PRN (-LRB- -LRB-) (PP (VBN compared) (PP (TO to) (NP (DT the) (JJ local) (NNS emissions)))) (-RRB- -RRB-)) (SBAR (WHNP (WDT which)) (S (VP (VBZ falls) (PP (IN in) (NP (NNP Scandinavia)))))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 11, u'Offset': 97}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'DT', u'NN', u'VBZ', u'DT', u'JJ', u'JJ', u'IN', u'NN', u'-LRB-', u'VBN', u'TO', u'DT', u'JJ', u'NNS', u'-RRB-', u'WDT', u'VBZ', u'IN', u'NNP', u'.']]","[[u'5-5/is[A0=0-4/An_example_of_this_effect, A1=6-21/the_low_pH_of_rain_-LRB-_compared_to_the_local_emissions_-RRB-_which_falls_in_Scandinavia]', u'12-12/compared[A2=13-16/to_the_local_emissions]', u'19-19/falls[A1=10-10/rain, R-A1=18-18/which, AM-LOC=20-21/in_Scandinavia]']]",An example of this effect is the low pH of rain (compared to the local emissions) which falls in Scandinavia .,3b9c4f3b-01f8-4bc0-827b-1fc62123880d
[u'(TOP (S (PP (IN Except) (PP (IN in) (NP (NP (DT the) (JJS smallest)) (PP (IN of) (NP (NNS boilers)))))) (NP (DT the) (NN steam) (NN escape)) (VP (VBZ has) (NP (NP (JJ little) (NN effect)) (PP (IN on) (S (VP (VBG dampening) (NP (DT the) (NN fire))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'IN', u'DT', u'JJS', u'IN', u'NNS', u'DT', u'NN', u'NN', u'VBZ', u'JJ', u'NN', u'IN', u'VBG', u'DT', u'NN', u'.']]","[[u'9-9/has[AM-ADV=0-5/Except_in_the_smallest_of_boilers, A0=6-8/the_steam_escape, A1=10-15/little_effect_on_dampening_the_fire]', u'13-13/dampening[A0=6-8/the_steam_escape, A1=14-15/the_fire]']]",Except in the smallest of boilers the steam escape has little effect on dampening the fire.,65b7c310-faf1-45b4-9d01-743dd0f98de7
"[u'(TOP (S (ADVP (RB However)) (, ,) (NP (DT an) (NN eruption)) (VP (MD could) (VP (VB be) (VP (VBG devastating) (PP (IN for) (NP (NP (DT all) (NNS areas)) (VP (VBG surrounding) (NP (DT the) (NN volcano)))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 7, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'DT', u'NN', u'MD', u'VB', u'VBG', u'IN', u'DT', u'NNS', u'VBG', u'DT', u'NN', u'.']]","[[u'6-6/devastating[AM-DIS=0-0/However, A0=2-3/an_eruption, AM-MOD=4-4/could, A1=7-12/for_all_areas_surrounding_the_volcano]', u'10-10/surrounding[A1=8-9/all_areas, A2=11-12/the_volcano]']]","However, an eruption could be devastating for all areas surrounding the volcano.",43b2ec69-ef5b-4766-b35e-717290cbff7d
"[u'(TOP (S (NP (NP (DT The) (JJ social) (NN contract)) (PP (IN in) (NP (DT the) (JJ original) (NN case)))) (VP (VP (VBD was) (PP (IN between) (NP (NP (DT the) (NN king)) (CC and) (NP (DT the) (NN nobility))))) (, ,) (CC but) (VP (VBD was) (ADVP (RB gradually)) (VP (VBN extended) (PP (TO to) (NP (NP (DT all)) (PP (IN of) (NP (DT the) (NNS people)))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'NN', u'VBD', u'IN', u'DT', u'NN', u'CC', u'DT', u'NN', u',', u'CC', u'VBD', u'RB', u'VBN', u'TO', u'DT', u'IN', u'DT', u'NNS', u'.']]","[[u'7-7/was[A1=0-6/The_social_contract_in_the_original_case, A1=8-13/between_the_king_and_the_nobility]', u'18-18/extended[A1=0-6/The_social_contract_in_the_original_case, AM-MNR=17-17/gradually, A2=19-23/to_all_of_the_people]']]","The social contract in the original case was between the king and the nobility, but was gradually extended to all of the people.",81e4079b-c648-49a9-a27f-c0c7a5cd8b54
"[u""(TOP (S (NP (NP (NN Today)) (NP (DT the) (JJ capitalist) (NN system))) (VP (VBZ is) (NP (NP (DT the) (NN world) (POS 's)) (JJ dominant) (JJ economic) (NN model))) (. .)))""]","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NN', u'DT', u'JJ', u'NN', u'VBZ', u'DT', u'NN', u'POS', u'JJ', u'JJ', u'NN', u'.']]","[[u""4-4/is[A1=0-3/Today_the_capitalist_system, A1=5-10/the_world_'s_dominant_economic_model]""]]",Today the capitalist system is the world's dominant economic model.,2dc7c193-6adf-472a-9a37-dc477a84e949
[u'(TOP (S (NP (NP (DT The) (NN conjunction)) (PP (IN of) (NP (NP (DT the) (NN sun) (CC and) (NN moon)) (PRN (-LRB- -LRB-) (NP (DT the) (JJ astronomical) (JJ new) (NN moon)) (-RRB- -RRB-))))) (VP (VBD was) (VP (VBN calculated) (S (VP (VBG using) (NP (NP (DT the) (JJ mean) (NNS motions)) (PP (IN of) (NP (DT both) (NP (DT the) (NN sun)) (CC and) (NP (NN moon))))))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'DT', u'NN', u'CC', u'NN', u'-LRB-', u'DT', u'JJ', u'JJ', u'NN', u'-RRB-', u'VBD', u'VBN', u'VBG', u'DT', u'JJ', u'NNS', u'IN', u'DT', u'DT', u'NN', u'CC', u'NN', u'.']]","[[u'15-15/using[A0=0-12/The_conjunction_of_the_sun_and_moon_-LRB-_the_astronomical_new_moon_-RRB-, A1=16-24/the_mean_motions_of_both_the_sun_and_moon]']]",The conjunction of the sun and moon (the astronomical new moon) was calculated using the mean motions of both the sun and moon.,cb039b10-c059-4577-86dd-f48c5760fa6e
"[u""(TOP (S (PP (IN During) (NP (NP (NNP Chevron) (POS 's)) (NN absence))) (, ,) (NP (NP (PRP$ its) (JJ split-adjusted) (NN price)) (PP (IN per) (NP (NN share)))) (VP (VBD had) (VP (VBN gone) (PP (IN from) (NP (JJ forty-four) (NNS dollars))) (S (VP (TO to) (RB eighty-five))) (, ,) (SBAR (IN while) (S (NP (NP (DT the) (NN price)) (PP (IN of) (NP (NN petroleum)))) (VP (VBD had) (VP (VBN risen) (PP (IN from) (NP (JJ twenty-four) (NNS dollars))) (PP (TO to) (NP (DT a) (JJ hundred))))))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 14, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'NNP', u'POS', u'NN', u',', u'PRP$', u'VBN', u'NN', u'IN', u'NN', u'VBD', u'VBN', u'IN', u'CD', u'NNS', u'TO', u'CD', u',', u'IN', u'DT', u'NN', u'IN', u'NN', u'VBD', u'VBN', u'IN', u'CD', u'NNS', u'TO', u'DT', u'CD', u'.']]","[[u""11-11/gone[AM-TMP=0-3/During_Chevron_'s_absence, A1=5-9/its_split-adjusted_price_per_share, A3=12-14/from_forty-four_dollars, AM-PNC=15-16/to_eighty-five, AM-ADV=18-30/while_the_price_of_petroleum_had_risen_from_twenty-four_dollars_to_a_hundred]"", u'24-24/risen[A1=19-22/the_price_of_petroleum, A3=25-27/from_twenty-four_dollars, A4=28-30/to_a_hundred]']]","During Chevron's absence, its split-adjusted price per share had gone from forty-four dollars to eighty-five, while the price of petroleum had risen from twenty-four dollars to a hundred.",a76a0ffe-9bc2-4041-aba0-836182cfc3b0
"[u'(TOP (S (S (NP (NNP System) (NN efficiency)) (VP (VBZ does) (RB not) (ADVP (RB materially)) (VP (VB affect) (NP (JJ operational) (NNS costs)) (SBAR (IN as) (S (NP (PRP it)) (VP (MD would) (VP (PP (IN for) (NP (NP (NNS plants)) (SBAR (WHNP (WDT that)) (S (VP (VBP use) (NP (NN fuel)))))))))))))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBZ does) (VP (VB affect) (NP (NP (NN return)) (PP (IN on) (NP (NP (DT the) (NN capital)) (VP (VBN used) (S (VP (TO to) (VP (VB build) (NP (DT the) (NN plant)))))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NN', u'NN', u'VBZ', u'RB', u'RB', u'VB', u'JJ', u'NNS', u'IN', u'PRP', u'MD', u'IN', u'NNS', u'WDT', u'VBP', u'NN', u',', u'CC', u'PRP', u'VBZ', u'VB', u'NN', u'IN', u'DT', u'NN', u'VBN', u'TO', u'VB', u'DT', u'NN', u'.']]","[[u'5-5/affect[A0=0-1/System_efficiency, AM-NEG=3-3/not, AM-ADV=4-4/materially, A1=6-7/operational_costs, AM-ADV=8-15/as_it_would_for_plants_that_use_fuel]', u'14-14/use[A0=12-12/plants, R-A0=13-13/that, A1=15-15/fuel]', u'20-20/affect[A0=18-18/it, A1=21-29/return_on_the_capital_used_to_build_the_plant]', u'25-25/used[A1=23-24/the_capital, A2=26-29/to_build_the_plant]', u'27-27/build[A0=18-18/it, A0=23-24/the_capital, A1=28-29/the_plant]']]","System efficiency does not materially affect operational costs as it would for plants that use fuel, but it does affect return on the capital used to build the plant.",60655290-7929-4604-a053-8a7445334ac5
"[u""(TOP (S (NP (NP (JJ Much)) (PP (IN of) (NP (NP (DT the) (VBN painted) (NN production)) (PP (IN of) (NP (NP (NNP Verrocchio) (POS 's)) (NN workshop)))))) (VP (VBD was) (VP (VBN done) (PP (IN by) (NP (PRP$ his) (NNS employees))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 10, u'Offset': 34}], u'Len': 0, u'Offset': 0}]","[[u'RB', u'IN', u'DT', u'VBN', u'NN', u'IN', u'NNP', u'POS', u'NN', u'VBD', u'VBN', u'IN', u'PRP$', u'NNS', u'.']]","[[u'3-3/painted[A1=4-4/production]', u""10-10/done[A1=0-8/Much_of_the_painted_production_of_Verrocchio_'s_workshop, A0=11-13/by_his_employees]""]]",Much of the painted production of Verrocchio's workshop was done by his employees.,247fbe62-83f3-4b48-b1d9-4b31ea4a0308
[u'(TOP (S (NP (NN Mycenaean) (NN civilization)) (VP (VBD was) (VP (VBN dominated) (PP (IN by) (NP (DT a) (JJ warrior) (NN aristocracy))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'NN', u'VBD', u'VBN', u'IN', u'DT', u'NN', u'NN', u'.']]","[[u'3-3/dominated[A1=0-1/Mycenaean_civilization, A0=4-7/by_a_warrior_aristocracy]']]",Mycenaean civilization was dominated by a warrior aristocracy .,9437334f-86e9-443c-bf65-741372a8ff68
"[u'(TOP (S (PP (VBG According) (PP (TO to) (NP (NP (NP (DT the) (NN historian)) (NP (NP (NNP Gonzalo) (NNP Fernandez) (FW de) (NNP Oviedo) (FW y) (NNP Valdes)) (PP (IN by) (NP (CD 1548))))) (, ,) (NP (NP (CD 56) (NNS years)) (PP (IN after) (NP (NN Columbus))) (VBD landed))))) (, ,) (NP (QP (JJR less) (IN than) (CD five)) (JJ hundred) (NNS Taino)) (VP (VBD were) (VP (VBN left) (PP (IN on) (NP (DT the) (NN island))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 17, u'Offset': 27}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 5, u'Offset': 128}], u'Len': 0, u'Offset': 0}]","[[u'VBG', u'TO', u'DT', u'NN', u'NNP', u'NNP', u'NNP', u'NNP', u'POS', u'NNP', u'IN', u'CD', u',', u'CD', u'NNS', u'IN', u'NNP', u'VBD', u',', u'JJR', u'IN', u'CD', u'CD', u'NNP', u'VBD', u'VBN', u'IN', u'DT', u'NN', u'.']]","[[u'0-0/According[A2=1-17/to_the_historian_Gonzalo_Fernandez_de_Oviedo_y_Valdes_by_1548_,_56_years_after_Columbus_landed]', u'17-17/landed[A1=2-11/the_historian_Gonzalo_Fernandez_de_Oviedo_y_Valdes_by_1548, A1=13-14/56_years, AM-TMP=15-16/after_Columbus]', u'25-25/left[AM-ADV=0-17/According_to_the_historian_Gonzalo_Fernandez_de_Oviedo_y_Valdes_by_1548_,_56_years_after_Columbus_landed, A1=19-23/less_than_five_hundred_Taino, A2=26-28/on_the_island]']]","According to the historian Gonzalo Fernandez de Oviedo y Valdes by 1548, 56 years after Columbus landed, less than five hundred Taino were left on the island.",377543e9-9a1b-4b49-8405-55ceb22b5e08
[u'(TOP (S (NP (NNP Solar) (JJ hot) (NN water) (NNS systems)) (VP (VBP use) (NP (NP (NN sunlight)) (PP (TO to) (NP (NN heat) (NN water))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'JJ', u'NN', u'NNS', u'VBP', u'NN', u'TO', u'VB', u'NN', u'.']]","[[u'4-4/use[A0=0-3/Solar_hot_water_systems, A1=5-8/sunlight_to_heat_water]']]",Solar hot water systems use sunlight to heat water.,37b03751-4470-4877-97e8-a63ad8f42dee
"[u""(TOP (S (PP (RB Rather) (IN than) (S (VP (VP (VBG upholding) (NP (DT a) (NN status) (NN quo))) (CC and) (VP (VBG accepting) (NP (NP (DT the) (NN development)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBN perceived) (SBAR (IN as) (VB immorality)))))))) (PP (IN within) (NP (PRP$ his) (NN region)))))) (, ,) (NP (NNP Socrates)) (VP (VBD questioned) (NP (NP (DT the) (JJ collective) (NN notion)) (PP (IN of) (NP (`` `) (S (VP (MD might) (VP (VBZ makes) (NN right)))) (POS '))) (SBAR (WHNP (IN that)) (S (NP (PRP he)) (VP (VBD felt) (VP (VBD was) (ADJP (JJ common)) (PP (IN in) (NP (NNP Greece))) (PP (IN during) (NP (DT this) (NN period))))))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 211}], u'Len': 0, u'Offset': 0}]","[[u'RB', u'IN', u'VBG', u'DT', u'NN', u'NN', u'CC', u'VBG', u'DT', u'NN', u'IN', u'WP', u'PRP', u'VBD', u'IN', u'NN', u'IN', u'PRP$', u'NN', u',', u'NNP', u'VBD', u'DT', u'JJ', u'NN', u'IN', u'``', u'MD', u'VBZ', u'NN', u""''"", u'WDT', u'PRP', u'VBD', u'VBD', u'JJ', u'IN', u'NNP', u'IN', u'DT', u'NN', u'.']]","[[u'2-2/upholding[A1=3-5/a_status_quo, AM-LOC=16-18/within_his_region, A0=20-20/Socrates]', u'7-7/accepting[A1=8-15/the_development_of_what_he_perceived_as_immorality, AM-LOC=16-18/within_his_region, A0=20-20/Socrates]', u'13-13/perceived[R-A1=11-11/what, A0=12-12/he, A2=14-15/as_immorality]', u'15-15/immorality[R-A1=11-11/what, A0=12-12/he]', u""21-21/questioned[AM-MNR=0-18/Rather_than_upholding_a_status_quo_and_accepting_the_development_of_what_he_perceived_as_immorality_within_his_region, A0=20-20/Socrates, A1=22-40/the_collective_notion_of_`_might_makes_right_'_that_he_felt_was_common_in_Greece_during_this_period]"", u'28-28/makes[AM-MOD=27-27/might]', u'34-34/was[A1=22-24/the_collective_notion, R-A1=31-31/that, A0=32-32/he, A1=35-35/common, AM-LOC=36-37/in_Greece, AM-TMP=38-40/during_this_period]']]","Rather than upholding a status quo and accepting the development of what he perceived as immorality within his region, Socrates questioned the collective notion of 'might makes right' that he felt was common in Greece during this period.",0356cf53-265d-4545-bd85-c810a4fab2a4
[u'(TOP (S (S (NP (JJ Sound) (NNS propagation)) (VP (VBZ is) (VP (VBN affected) (PP (IN by) (NP (NP (NN absorption)) (PP (PP (IN in) (NP (NP (DT the) (NN water)) (PRP itself))) (CONJP (RB as) (RB well) (IN as)) (PP (IN at) (NP (DT the) (NN surface))))))))) (CC and) (NN bottom) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NN', u'NN', u'VBZ', u'VBN', u'IN', u'NN', u'IN', u'DT', u'NN', u'PRP', u'RB', u'RB', u'IN', u'IN', u'DT', u'NN', u'CC', u'NN', u'.']]","[[u'3-3/affected[A1=0-1/Sound_propagation, A0=4-15/by_absorption_in_the_water_itself_as_well_as_at_the_surface]']]",Sound propagation is affected by absorption in the water itself as well as at the surface and bottom.,bf76be85-ee4c-40d3-94eb-fdbf848177f6
[u'(TOP (S (NP (NNP Popular) (NNP Taoism)) (ADVP (RB typically)) (VP (VBZ presents) (NP (DT the) (NNP Jade) (NNP Emperor)) (PP (IN as) (NP (DT the) (JJ official) (NN head) (VBP deity)))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 12, u'Offset': 38}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'NNP', u'RB', u'VBZ', u'DT', u'NNP', u'NNP', u'IN', u'DT', u'JJ', u'NN', u'NN', u'.']]","[[u'3-3/presents[A0=0-1/Popular_Taoism, AM-ADV=2-2/typically, A1=4-6/the_Jade_Emperor, A2=7-11/as_the_official_head_deity]', u'11-11/deity[A1=10-10/head]']]",Popular Taoism typically presents the Jade Emperor as the official head deity .,c241764c-be1b-429a-b99e-6be27f74db75
